LABEL,DIFF,EXCL,NEG,NGTNEG,NGTPOS,POS,W1,W2,W3,W4,W5
1,-1,0,2,0,0,1,a,mess,",",but,it's
0,-1,0,1,0,0,0,generic,thriller,junk,.,teens
0,0,0,1,0,0,1,uzumaki's,interesting,social,parallel,and
1,2,0,0,0,0,2,like,the,film's,almost,anthropologically
0,0,0,1,0,0,1,plays,like,one,long,","
1,-2,0,3,1,0,1,mostly,martha,could,have,used
1,-1,0,2,0,0,1,too,damn,weird,to,pass
1,1,0,2,0,0,3,the,whole,cast,looks,to
0,4,0,1,0,0,5,blessed,with,immense,physical,prowess
1,4,0,0,0,0,4,a,hugely,rewarding,experience,that's
0,2,0,0,0,1,2,shouldn't,have,been,allowed,to
1,2,0,1,0,0,3,the,seaside,splendor,and,shallow
1,2,0,0,0,0,2,the,saturation,bombing,of,reggio's
0,1,0,1,0,0,2,the,angst-ridden,",",affluent,slacker
1,0,0,1,0,0,1,a,thoughtful,look,at,a
1,2,0,0,0,0,2,spider-man,is,in,the,same
1,1,0,1,0,0,2,painful,to,watch,",",but
1,1,0,2,0,0,3,time,is,a,beautiful,film
0,-3,0,4,0,0,1,makes,for,some,truly,odd
1,2,0,1,0,0,3,in,auteil's,less,dramatic,but
1,0,0,0,0,0,0,malcolm,mcdowell,is,cool,.
0,0,0,0,0,0,0,at,once,half-baked,and,overheated
1,1,0,0,0,0,1,a,solid,",",psychological,action
0,0,0,0,0,0,0,manages,to,show,life,in
1,1,0,1,0,0,2,rife,with,the,rueful,","
1,1,0,0,0,0,1,the,movie,sticks,much,closer
1,1,0,0,0,0,1,the,mesmerizing,performances,of,the
1,1,0,1,0,0,2,even,those,who,would,like
0,0,0,0,0,0,0,as,an,entertainment,destination,for
1,1,0,0,0,0,1,a,vivid,cinematic,portrait,.
1,4,0,0,0,0,4,with,youthful,high,spirits,","
1,3,0,0,0,0,3,narc,may,not,get,an
1,2,0,1,0,0,3,falls,neatly,into,the,category
1,-1,0,1,0,0,0,writer/director,mark,romanek,spotlights,the
0,-1,0,1,0,0,0,[nelson's],movie,about,morally,compromised
0,0,0,1,0,0,1,an,improvement,on,the,feeble
1,2,0,1,0,0,3,thoughtful,",",even,stinging,at
1,5,0,0,0,0,5,the,movie's,ripe,",",enrapturing
0,0,0,0,0,0,0,nothing,in,waking,up,in
0,0,0,0,0,0,0,as,an,actress,",",madonna
1,2,0,0,0,0,2,.,.,.,a,guiltless
1,2,0,2,0,0,4,terry,is,a,sort,of
1,1,0,0,0,0,1,an,interesting,look,behind,the
0,1,0,0,0,0,1,this,is,really,just,another
0,-3,0,3,0,0,0,a,sophomoric,exploration,of,'life
0,0,0,2,1,0,2,there's,no,emotional,pulse,to
1,3,0,0,0,0,3,the,film,overcomes,the,regular
1,4,0,0,0,0,4,having,had,the,good,sense
1,3,0,0,0,0,3,.,.,.,a,light
1,-1,0,1,0,0,0,a,gripping,drama,.,UNK
0,0,0,0,0,0,0,some,episodes,work,",",some
1,0,0,0,0,0,0,the,film,hinges,on,its
0,0,0,2,0,0,2,nothing,more,than,a,widget
0,-2,0,3,0,0,1,looks,awfully,like,one,long
1,-1,0,2,0,0,1,this,is,such,a,high-energy
0,1,1,0,0,0,1,since,lee,is,a,sentimentalist
1,0,0,2,0,0,2,brings,to,a,spectacular,completion
1,2,0,0,0,0,2,it,deserves,to,be,seen
1,-1,0,1,0,0,0,'[the,cockettes],provides,a,window
1,0,0,2,0,0,2,so,vivid,a,portrait,of
0,0,0,1,0,0,1,if,you,collected,all,the
1,1,0,1,0,0,2,a,jaw-droppingly,beautiful,work,that
1,0,0,0,0,0,0,absorbing,character,study,by,andr
1,0,0,1,0,0,1,as,an,entertainment,",",the
0,0,0,2,0,0,2,this,one,is,definitely,one
0,-1,0,2,0,0,1,a,standard,police-oriented,drama,that
1,5,0,0,0,2,5,all,in,all,",",the
1,1,0,0,0,0,1,the,trials,of,henry,kissinger
1,0,0,0,0,0,0,michael,gerbosi's,script,is,economically
0,0,0,2,0,0,2,a,static,and,sugary,little
1,0,0,3,0,0,3,the,powerful,success,of,read
1,1,0,1,0,0,2,it,has,more,than,a
0,-2,0,3,0,0,1,this,picture,is,mostly,a
1,4,0,0,0,0,4,one,of,the,best,rock
0,-2,0,2,0,0,0,it's,a,movie,forged,in
1,1,0,0,0,0,1,funny,and,touching,.,UNK
0,2,0,0,0,0,2,complete,lack,of,originality,","
1,1,0,1,0,0,2,without,ever,becoming,didactic,","
1,1,0,0,0,0,1,.,.,.,an,agreeable
0,-3,0,3,0,0,0,cheap,",",vulgar,dialogue,and
0,-3,0,4,0,1,1,horrid,little,propaganda,film,with
1,1,0,0,0,0,1,everytime,you,think,undercover,brother
1,2,0,1,0,0,3,far,from,heaven,is,a
0,1,0,0,0,0,1,do,you,say,"""",hi
0,0,0,0,0,0,0,demme's,loose,approach,kills,the
1,4,0,0,0,0,4,bogdanovich,puts,history,in,perspective
1,1,0,1,0,0,2,like,its,bizarre,heroine,","
0,-1,0,4,0,0,3,it,shows,that,some,studios
0,0,0,0,0,0,0,boy,",",has,this,franchise
0,1,0,1,0,0,2,comes,off,like,a,rejected
1,2,0,0,0,0,2,this,nickleby,thing,might,have
0,-1,0,2,0,0,1,consists,of,a,plot,and
0,-3,0,4,0,1,1,'the,chteau,is,never,quite
1,-1,0,3,0,0,2,antwone,fisher,certainly,does,the
0,0,0,1,0,0,1,[t]hose,same,extremes,prevent,us
0,0,0,1,0,0,1,to,be,oblivious,to,the
1,0,0,1,0,0,1,a,graceful,",",contemplative,film
0,0,0,1,0,0,1,not,once,does,it,come
0,2,0,1,0,0,3,though,avary,has,done,his
0,1,0,0,0,0,1,its,characters,are,thinner,than
1,-2,0,2,0,0,0,maintains,your,sympathy,for,this
1,1,0,0,0,0,1,the,movie,does,a,good
0,1,0,0,0,0,1,brisk,hack,job,.,UNK
1,2,0,0,0,0,2,director,of,photography,benoit,delhomme
1,4,0,0,0,0,4,scooby,doo,is,surely,everything
1,-4,0,5,0,0,1,the,film's,intimate,camera,work
0,2,0,0,0,0,2,enduring,love,but,exhausting,cinema
0,0,0,0,0,0,0,its,lack,of,quality,earns
1,-2,0,3,0,0,1,american,and,european,cinema,has
1,4,0,0,0,0,4,this,cheery,",",down-to-earth,film
1,5,0,0,0,0,5,winds,up,being,both,revelatory
0,-1,0,2,0,0,1,[h]ad,i,suffered,and,bled
0,0,0,1,0,1,1,there's,just,no,currency,in
1,0,0,1,0,0,1,a,romantic,comedy,that,operates
1,0,0,1,0,0,1,do,we,really,need,a
1,1,0,0,0,0,1,takes,a,fresh,and,absorbing
0,-1,0,1,0,0,0,[a],stuporously,solemn,film,.
0,-1,0,1,0,0,0,a,baffling,misfire,",",and
0,1,0,3,4,3,4,every,bit,as,bogus,as
0,3,0,2,0,0,5,if,i,spy,were,funny
1,-1,0,1,0,0,0,stevenson's,performance,is,at,once
1,-1,0,2,0,0,1,bennett's,dramatization,of,her,personal
0,-2,0,2,0,0,0,a,sensual,performance,from,abbass
0,-1,0,2,0,0,1,too,bland,and,fustily,tasteful
1,1,0,0,0,0,1,the,experience,of,watching,blobby
0,1,0,0,0,0,1,the,last,20,minutes,are
1,5,0,0,0,0,5,every,individual,will,see,the
0,-2,0,2,0,0,0,i,found,the,movie,as
1,3,0,0,0,0,3,a,rich,tale,of,our
1,-2,0,2,0,0,0,an,edgy,thriller,that,delivers
1,2,0,1,0,0,3,made,me,unintentionally,famous,as
0,2,0,0,0,1,2,admirable,",",certainly,",",but
1,2,0,0,0,0,2,a,mostly,intelligent,",",engrossing
1,2,0,0,0,0,2,audiard,successfully,maintains,suspense,on
1,3,0,0,0,0,3,generally,",",clockstoppers,will,fulfill
1,1,0,1,0,0,2,the,quirky,drama,touches,the
1,-1,0,1,0,0,0,maybe,it,is,formula,filmmaking
0,0,0,1,0,0,1,the,cold,turkey,would've,been
1,3,0,0,0,0,3,farrell,.,.,.,thankfully
0,1,0,2,0,0,3,the,talented,and,clever,robert
1,1,0,1,0,1,2,the,film,is,faithful,to
0,2,0,0,0,0,2,ultimately,the,project,comes,across
0,-1,0,1,0,0,0,includes,too,much,obvious,padding
1,0,0,1,0,0,1,a,byzantine,melodrama,that,stimulates
0,1,0,1,0,0,2,while,kids,will,probably,eat
1,1,0,2,0,0,3,the,wwii,drama,is,well
0,-1,0,2,0,0,1,suffocated,by,its,fussy,script
1,0,0,0,0,0,0,the,disarming,cornball,atmosphere,has
1,0,0,1,0,0,1,disney's,live-action,division,has,a
0,0,0,2,0,0,2,with,very,little,to,add
0,-3,0,3,0,0,0,journalistically,dubious,",",inept,and
0,-1,0,1,0,0,0,once,ice-t,sticks,his,mug
1,0,0,1,0,0,1,a,worthy,entry,into,a
1,2,0,2,0,0,4,despite,its,shortcomings,",",girls
1,0,0,3,1,0,3,never,mind,whether,you,buy
1,-1,0,1,0,0,0,.,.,.,"""",bowling
0,-1,0,2,0,0,1,jones,helps,breathe,some,life
1,0,0,2,0,0,2,sparkles,in,its,deft,portrait
1,1,0,1,0,0,2,a,solid,",",spooky,entertainment
1,2,0,0,0,0,2,what,really,surprises,about,wisegirls
0,-2,0,2,0,0,0,one,minute,",",you,think
1,1,0,0,0,0,1,this,is,a,happy,throwback
1,-1,0,2,0,0,1,though,it,runs,163,minutes
0,-1,0,1,0,0,0,maybe,leblanc,thought,",",""""
0,-1,0,1,0,0,0,solaris,"""",is,a,shapeless
0,-2,0,3,0,0,1,his,best,film,remains,his
1,3,0,1,0,1,4,it's,a,good,film,--
0,1,0,2,0,0,3,this,is,the,kind,of
1,4,0,0,0,0,4,an,example,of,quiet,","
1,-1,0,2,0,0,1,nothing,denis,has,made,before
1,1,0,0,0,0,1,it's,rare,to,find,a
0,0,0,0,0,0,0,madonna,still,can't,act,a
1,1,0,0,0,0,1,a,stirring,road,movie,.
0,-1,0,2,0,0,1,at,the,one-hour,mark,","
0,1,0,0,0,0,1,este,apenas,mais,um,(
0,-4,0,4,0,0,0,none,of,this,so-called,satire
0,-2,0,3,0,0,1,with,tiny,little,jokes,and
1,4,0,0,0,0,4,britney,has,been,delivered,to
1,2,0,1,0,0,3,thankfully,",",the,film,","
0,1,0,1,0,0,2,beers,",",who,",",when
1,0,0,0,0,0,0,twenty,years,later,",",e
0,0,0,0,0,0,0,a,film,that,loses,sight
0,-1,0,3,0,0,2,though,moonlight,mile,is,replete
0,1,0,0,0,0,1,aaliyah,rarely,dampens,her,diva
1,1,0,1,0,0,2,a,tender,",",heartfelt,family
0,0,0,2,0,1,2,never,engaging,",",utterly,predictable
1,0,0,0,0,0,0,she's,all-powerful,",",a,voice
1,2,0,1,0,0,3,i,can't,say,that,i
1,1,0,1,0,0,2,this,insightful,",",oscar-nominated,documentary
0,1,0,0,0,0,1,from,the,opening,scenes,","
1,2,0,0,0,0,2,a,fast-moving,and,remarkable,film
1,2,0,0,0,0,2,cineasts,will,revel,in,those
0,-1,0,2,0,0,1,the,vampire,thriller,blade,ii
1,1,0,1,0,0,2,compelling,revenge,thriller,",",though
0,-6,0,6,0,0,0,the,problem,is,the,needlessly
0,-1,0,4,1,1,3,yes,",",ballistic,is,silly
0,0,0,2,0,2,2,unless,you,are,in,dire
1,1,0,1,0,0,2,the,movie,is,a,blast
0,3,0,0,0,0,3,it's,a,sometimes,interesting,remake
0,0,0,0,0,0,0,apparently,reassembled,from,the,cutting-room
1,1,0,0,0,0,1,if,you're,part,of,her
1,6,0,0,0,0,6,an,interesting,story,with,a
0,0,0,1,0,0,1,just,a,collection,of,this
1,-1,0,1,0,0,0,if,no,one,singles,out
0,-1,0,1,0,0,0,billy,crystal,and,robert,de
0,0,0,1,0,0,1,all,that,(,powerpuff,girls
0,0,0,0,0,0,0,a,movie,in,which,two
0,2,0,1,0,0,3,the,film,might,have,been
1,-1,0,2,0,0,1,evokes,the,frustration,",",the
0,1,1,1,0,0,2,full,of,flatulence,jokes,and
1,0,0,1,0,0,1,a,psychological,thriller,with,a
0,2,0,0,0,0,2,as,social,expos,",",skins
0,-3,0,3,0,0,0,screenwriters,scott,abbott,and,michael
0,0,0,1,0,0,1,guys,say,mean,things,and
0,1,0,1,0,0,2,when,it's,all,wet,","
0,2,0,1,0,0,3,just,because,a,walk,to
0,0,0,1,0,0,1,it's,fitting,that,a,movie
0,-1,0,1,0,0,0,myers,never,knows,when,to
0,2,0,2,0,0,4,the,essential,problem,in,orange
1,-1,0,1,0,0,0,watching,war,photographer,",",you
0,2,0,1,0,0,3,the,production,values,are,up
0,0,0,1,0,0,1,it,follows,the,basic,plot
0,0,0,0,0,0,0,propelled,not,by,characters,but
0,-1,0,2,0,0,1,if,somebody,was,bored,and
0,1,0,0,0,0,1,diaz,wears,out,her,welcome
0,-2,0,2,0,0,0,it's,so,badly,made,on
1,0,0,0,0,0,0,i,liked,this,film,a
0,-3,0,3,0,0,0,plodding,",",poorly,written,","
1,1,0,0,0,0,1,worth,the,effort,to,watch
0,-1,0,2,0,0,1,this,movie,is,so,bad
1,1,0,1,0,0,2,it's,an,interesting,effort,(
0,0,0,1,0,0,1,will,probably,be,one,of
1,2,0,1,0,0,3,the,story,",",like,life
0,1,0,0,0,0,1,crudup's,screen,presence,is,the
0,1,0,0,0,0,1,a,simpler,",",leaner,treatment
1,-2,0,2,0,0,0,this,familiar,rise-and-fall,tale,is
0,-1,0,1,0,0,0,this,one,is,certainly,well-meaning
1,3,0,0,0,0,3,beautifully,shot,",",delicately,scored
0,-1,0,3,0,0,2,any,movie,this,boring,should
0,0,0,0,0,0,0,eh,.,UNK,UNK,UNK
0,1,0,0,0,0,1,high,crimes,miscasts,nearly,every
1,1,0,0,0,0,1,everything,you,loved,about,it
1,3,0,0,0,0,3,there's,a,vastness,implied,in
0,-1,0,2,0,0,1,so,mind-numbingly,awful,that,you
0,1,0,0,0,0,1,aan,opportunity,wasted,.,UNK
1,0,0,0,0,0,0,once,the,downward,spiral,comes
0,1,0,1,0,0,2,proof,that,a,thriller,can
1,3,0,0,0,0,3,the,son,of,the,bride's
1,-1,0,4,0,0,3,while,not,for,every,taste
0,1,0,2,0,0,3,a,broad,",",melodramatic,estrogen
1,2,0,2,0,0,4,others,",",more,attuned,to
1,-1,0,2,0,0,1,one,of,the,most,haunting
0,-4,0,5,0,0,1,nasty,",",ugly,",",pointless
0,-2,0,2,0,0,0,human,nature,talks,the,talk
1,6,0,0,0,0,6,this,bold,and,lyrical,first
1,-2,0,3,0,0,1,claude,miller,airs,out,a
1,0,0,1,0,0,1,happily,for,mr,.,chin
1,-1,0,3,0,0,2,a,literate,presentation,that,wonderfully
1,1,0,1,0,0,2,call,it,magic,realism,or
1,2,0,1,0,0,3,jones,.,.,.,makes
1,4,0,0,0,0,4,it's,a,fun,adventure,movie
0,1,0,0,0,0,1,you're,better,off,staying,home
0,2,0,1,0,0,3,children,of,the,century,","
1,0,0,1,0,0,1,flawed,but,worthy,look,at
1,1,0,1,0,0,2,birthday,girl,is,an,amusing
0,1,0,1,0,0,2,a,particularly,joyless,",",and
0,0,0,1,0,0,1,trying,to,figure,out,the
0,0,0,1,0,1,1,it's,probably,not,easy,to
0,2,0,1,0,0,3,a,ragbag,of,promising,ideas
0,1,0,1,0,0,2,returning,aggressively,to,his,formula
0,0,0,1,0,0,1,was,i,scared,?,only
0,1,0,0,0,1,1,a,working,class,"""",us
1,-1,0,1,0,0,0,a,chronicle,not,only,of
0,1,1,1,0,0,2,"""",my,god,",",i'm
1,0,0,0,0,0,0,family,fare,.,UNK,UNK
1,-1,0,1,0,0,0,we,learn,a,lot,about
0,1,0,1,0,0,2,my,reaction,in,a,word
0,0,0,1,1,0,1,just,an,average,comedic,dateflick
0,0,0,1,0,0,1,i,suspect,that,there,are
0,1,0,2,0,0,3,historical,dramas,fused,with,love
0,1,0,1,0,0,2,ever,see,one,of,those
1,2,0,0,0,0,2,[fincher's],camera,sense,and,assured
1,2,0,0,0,0,2,what,it,lacks,in,originality
0,0,0,2,0,0,2,an,eccentric,little,comic/thriller,deeply
1,-1,0,1,0,0,0,it,seems,grant,doesn't,need
1,0,0,0,0,0,0,the,two,leads,chomp,considerably
1,1,0,0,0,0,1,dazzles,with,its,fully-written,characters
0,-1,0,1,0,0,0,is,anyone,else,out,there
1,-1,0,2,0,0,1,presents,an,astute,appraisal,of
0,-2,0,3,0,0,1,the,problem,with,this,film
0,-2,0,2,0,0,0,the,script,has,less,spice
1,0,0,0,0,0,0,i,liked,about,schmidt,a
1,0,0,3,0,0,3,witty,and,often,surprising,","
1,3,0,0,0,0,3,it's,refreshing,to,see,a
1,4,0,1,0,0,5,my,big,fat,greek,wedding
1,0,0,1,0,0,1,daughter,from,danang,is,a
0,1,0,0,0,0,1,sam,mendes,has,become,valedictorian
0,0,0,0,0,0,0,es,triste,tener,que,decirles
0,1,0,1,0,0,2,earnest,falls,short,of,its
0,1,0,0,0,0,1,the,film,is,like,a
1,0,0,1,0,0,1,an,unexpectedly,sweet,story,of
1,1,0,2,0,0,3,sharp,",",lively,",",funny
1,-1,0,2,0,0,1,the,emotions,are,raw,and
0,2,0,2,0,0,4,a,tough,go,",",but
1,3,0,0,0,0,3,labute,masterfully,balances,both,traditional
1,4,0,1,0,0,5,the,way,coppola,professes,his
1,5,0,2,0,0,7,it,is,a,film,that
1,2,0,1,0,0,3,it's,that,rare,family,movie
1,2,0,0,0,0,2,star,wars,is,back,in
1,2,0,0,0,0,2,a,smart,",",witty,follow-up
0,-2,0,4,0,0,2,just,like,hearst's,enormous,yacht
1,3,0,1,0,0,4,a,mix,of,gritty,realism
0,0,0,3,0,0,3,an,awful,lot,like,one
0,-2,0,3,0,0,1,it's,mighty,tedious,for,the
1,0,0,0,0,0,0,graas,s,interaes,entre,seus
0,4,0,0,0,0,4,confuses,its,message,with,an
1,4,0,0,0,0,4,.,.,.,with,the
1,0,0,1,0,0,1,the,film,is,exhilarating,to
0,3,0,1,0,0,4,new,best,friend,shouldn't,have
1,0,0,2,0,0,2,a,delightful,stimulus,for,the
1,4,0,0,0,0,4,there's,.,.,.,tremendous
1,1,0,1,0,0,2,a,moving,and,weighty,depiction
0,0,0,1,0,0,1,all,ends,well,",",sort
1,-2,0,2,0,0,0,writer/director,joe,carnahan's,grimy,crime
0,1,0,0,0,0,1,we,never,really,feel,involved
0,-5,0,5,0,0,0,taken,purely,as,an,exercise
1,2,0,0,0,0,2,.,.,.,very,funny
0,-1,0,2,0,0,1,trite,",",banal,",",cliched
1,-1,0,2,0,0,1,.,.,.,a,haunting
1,0,0,1,0,0,1,girls,gone,wild,and,gone
1,3,0,1,0,0,4,this,documentary,is,a,dazzling
0,-1,0,4,0,0,3,a,94-minute,travesty,of,unparalleled
1,1,0,2,0,0,3,chalk,it,up,to,my
0,-1,0,3,0,0,2,although,there,are,several,truly
0,1,0,1,0,0,2,like,watching,a,dress,rehearsal
1,-1,0,4,0,1,3,that,storytelling,has,value,cannot
0,-1,0,2,0,0,1,it's,loud,and,boring,;
0,0,0,2,0,0,2,a,bland,animated,sequel,that
0,-1,0,1,0,0,0,though,the,opera,itself,takes
1,2,0,0,0,0,2,got,a,david,lynch,jones
1,3,0,2,0,0,5,the,real,triumphs,in,igby
0,0,0,1,0,0,1,life,or,something,like,it
0,-1,0,1,0,0,0,most,of,the,action,setups
0,0,0,0,0,0,0,the,movie,slides,downhill,as
0,0,0,2,0,0,2,while,much,of,the,cast
0,-4,0,4,1,0,0,as,written,by,michael,berg
1,3,0,0,0,0,3,the,film,makes,a,strong
1,4,0,0,0,0,4,whether,kiss,is,a,future
0,0,0,1,0,0,1,comes,across,as,a,relic
1,1,0,0,0,0,1,[cho's,face,is],an,amazing
0,-2,0,2,0,0,0,the,dialogue,is,very,choppy
0,0,0,2,0,0,2,while,it,is,interesting,to
0,-2,0,3,0,0,1,confirms,the,nagging,suspicion,that
1,-2,0,2,0,0,0,combine,the,paranoid,claustrophobia,of
1,1,0,4,0,0,5,.,.,.,a,sour
1,-1,0,1,0,0,0,it,may,seem,long,at
0,4,0,0,0,0,4,at,best,",",cletis,tout
0,0,0,0,0,0,0,sluggishly,directed,by,episodic,tv
1,5,0,0,0,0,5,you,may,be,captivated,","
1,-1,0,5,0,0,4,the,pianist,[is],a,supremely
0,0,0,1,0,0,1,flaunts,its,quirky,excesses,like
1,4,0,0,0,0,4,reinforces,the,often,forgotten,fact
1,1,0,1,0,0,2,watching,these,two,actors,play
1,1,0,0,0,0,1,a,superbly,acted,and,funny/gritty
1,1,0,0,0,0,1,the,talents,of,the,actors
1,0,0,2,0,0,2,a,moving,tale,of,love
0,-1,0,2,0,0,1,it,takes,talent,to,make
1,-1,0,2,0,0,1,meyjes',provocative,film,might,be
0,-1,0,1,0,0,0,a,thinly,veiled,excuse,for
1,-1,0,1,0,0,0,broomfield,is,energized,by,volletta
0,1,0,0,0,1,1,the,film's,center,will,not
0,3,0,0,0,0,3,with,danilo,donati's,witty,designs
0,-1,0,2,0,0,1,melanie,eventually,slugs,the,yankee
1,2,0,0,0,1,2,the,fact,is,that,the
0,0,0,1,0,0,1,the,tone,shifts,abruptly,from
0,0,0,1,0,0,1,plays,like,a,volatile,and
1,1,0,0,0,0,1,morton,uses,her,face,and
1,1,0,1,0,0,2,none,of,this,is,meaningful
0,2,0,1,0,0,3,the,code,talkers,deserved,better
0,-2,0,3,0,0,1,"""",bad,"""",is,the
0,-1,0,3,0,0,2,to,the,civilized,mind,","
1,5,0,0,0,0,5,corny,",",schmaltzy,and,predictable
0,0,0,0,0,0,0,this,time,kaufman's,imagination,has
1,0,0,0,0,0,0,ao,sair,do,cinema,","
1,2,0,0,0,0,2,the,actors,are,fantastic,.
0,-1,0,2,0,0,1,quick,:,who,wants,to
0,0,0,1,0,0,1,much-anticipated,and,ultimately,lackluster,movie
0,-1,0,2,0,0,1,tries,to,work,in,the
1,2,0,1,0,0,3,.,.,.,plenty,of
0,0,0,1,0,0,1,[macdowell],ventures,beyond,her,abilities
0,2,0,0,0,0,2,a,film,with,a,great
0,0,0,2,0,0,2,though,its,atmosphere,is,intriguing
0,0,0,3,0,0,3,the,reason,i,found,myself
0,0,0,0,0,0,0,white,hasn't,developed,characters,so
0,3,0,0,0,0,3,klein,",",charming,in,comedies
1,0,0,0,0,0,0,not,everything,works,",",but
0,3,0,0,0,0,3,what,the,four,feathers,lacks
1,2,0,0,0,0,2,it's,the,perfect,star,vehicle
0,0,0,1,0,0,1,it's,fun,",",but,a
1,2,0,1,0,0,3,even,through,its,flaws,","
0,-1,0,3,0,0,2,the,whole,movie,is,simply
1,1,0,0,0,1,1,it's,one,of,the,saddest
1,-1,0,2,0,0,1,huston,nails,both,the,glad-handing
1,0,0,1,0,0,1,hands,down,the,year's,most
1,0,0,0,0,0,0,the,diversity,of,the,artists
1,1,0,1,0,0,2,there,is,a,kind,of
0,-2,0,3,0,0,1,a,synthesis,of,cliches,and
1,0,0,2,0,0,2,although,it,doesn't,always,hang
0,0,0,0,0,0,0,the,moviegoing,equivalent,of,going
1,1,0,0,0,0,1,the,actors,are,so,terrific
0,-1,0,1,0,0,0,kirshner,and,monroe,seem,to
0,-1,0,1,0,0,0,suffers,from,over-familiarity,since,hit-hungry
0,-2,0,2,0,0,0,this,mild-mannered,farce,",",directed
0,-2,0,2,0,0,0,cloaks,a,familiar,anti-feminist,equation
0,-1,0,2,0,0,1,it,just,didn't,mean,much
1,2,0,0,0,0,2,not,for,everyone,",",but
0,-2,0,2,0,0,0,a,sour,",",nasty,offering
1,4,0,0,0,0,4,while,insomnia,is,in,many
0,1,0,0,0,0,1,i'd,give,real,money,to
1,1,0,0,0,0,1,visually,captivating,.,UNK,UNK
1,3,0,1,0,0,4,building,slowly,and,subtly,","
0,-1,0,1,0,0,0,nijinsky,says,",",'i,know
0,-1,0,1,0,0,0,children,and,adults,enamored,of
1,-2,0,2,0,0,0,while,obviously,aimed,at,kids
0,1,0,0,0,0,1,even,in,this,less-than-magic,kingdom
1,-1,0,2,0,0,1,this,is,as,powerful,a
0,-2,0,2,0,0,0,despite,some,gulps,the,film
0,2,0,0,0,0,2,a,rather,average,action,film
1,1,0,1,0,0,2,the,most,compelling,performance,of
0,-2,0,3,0,0,1,this,is,a,movie,so
1,1,0,0,0,0,1,it's,refreshing,to,see,a
1,3,0,0,0,0,3,robin,williams,has,thankfully,ditched
0,1,0,2,0,0,3,although,bright,",",well-acted,and
0,3,0,0,0,0,3,the,four,feathers,is,definitely
0,-1,0,1,1,0,0,not,a,stereotype,is,omitted
1,3,0,1,0,0,4,a,tender,and,touching,drama
0,1,0,0,0,0,1,scorsese,doesn't,give,us,a
1,1,0,0,0,0,1,who,knows,what,exactly,godard
1,2,0,0,0,0,2,a,delightful,entree,in,the
1,2,0,0,0,0,2,real,women,may,have,many
